Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Calisthenics duration (ms),Hiking duration (ms),Sleep duration (ms)
2018-07-29,1302.2427983848506,2300.10986661911,12.8488931,77.5126544,13.0302733,77.6088623,2.0710450930536073,15.789999961853027,0.11170399188995361,5043,,,,,71358075,6136325,,,
2018-07-30,1236.2736936334566,2583.5610194969922,12.932756,77.6085647,12.9362358,77.6162326,0.4873601730694903,3.1298131942749023,0.025035027414560318,6581,,,,,77311261,3377214,,,
2018-07-31,1252.638045539317,4925.500054657459,12.9328909,77.6061602,12.9362494,77.6162381,0.7509798815467019,3.815023899078369,0.0511699877679348,8723,,,,,77218992,5689583,,,
2018-08-01,1414.1133485671185,5597.510528445244,12.9194503,77.58744389,12.93996049,77.6198988,0.7147392238386224,9.760000228881836,0.0501427985727787,10439,,,,,74021408,9764990,,,
2018-08-02,1472.964925346177,10798.787133425474,12.91650858,77.5874937,12.94268,77.61709837,1.03208792582806,10.4399995803833,0.016561025753617287,13067,,,,773348,69479265,11045485,,,
2018-08-03,1338.8997284624204,8873.939078778028,12.9193806,73.8588284,18.447237,77.64166670922438,1.805196164308174,23.720521926879883,0.03673422709107399,3427,,,,1916382,23509883,4998271,,,
2018-08-04,1249.889330278329,1338.760517835617,18.4485257,73.8510021,18.5949456,73.9938396,1.015191165467664,21.43000030517578,0.08773063868284225,2729,,,,,67226515,3866271,,,
2018-08-05,1263.135680472222,3088.3279957436025,18.472073,73.88541532,18.5974897,73.966015,1.4858532566084395,16.1200008392334,0.01613604836165905,3363,,,,,73787177,4328357,,,
2018-08-06,1248.869511901081,2181.322850704193,18.4628262,73.9040723,18.5202418,73.9466899,1.4943111941114173,10.4399995803833,0.27889126539230347,3245,,,,,78110535,3795751,,,
2018-08-07,972.7734407602288,1770.693388171494,18.51281006,72.6181924,23.0719381,88.439888,0.7178468485720518,13.550000190734863,0.14713406562805176,3586,40.0,40.0,40.0,,67241243,4083873,,,
2018-08-08,1225.4421652414967,843.4352546930313,22.55418042,88.37552239,22.5548541,88.3761937,0.712454171508587,3.7728753089904785,0.042630668729543686,1440,,,,,82903350,2500214,,,
2018-08-09,1317.5696401803332,1996.0241068452597,22.5544172,88.3758303,22.5547291,88.3762127,0.5518647841780074,3.139220714569092,0.0,4514,,,,,79552838,5690840,,,
2018-08-10,1144.6584080227033,590.5327715873718,22.554294,88.3756967,22.5547277,88.3761937,0.572152409989332,1.7346605062484741,0.12798091769218445,983,,,,,83350638,3049362,,,
2018-08-11,1023.093534367358,2983.7651777267456,22.5132326,88.3702858,22.5592092,88.403189,0.5840525145332071,9.680000305175781,0.19267861545085907,5765,,,,,72487000,9555992,,,
2018-08-12,1373.2706879710888,4929.8735260516405,22.5405101,88.3441515,22.5967483,88.3768744,0.5734392250568766,4.287175178527832,0.19021821022033691,7339,,,,,73894360,7619918,,,
2018-08-13,1349.900430473822,3999.186085846275,22.5322539,88.3553897,22.5619133,88.3873206,0.748272622376278,14.699999809265137,0.04040839895606041,5281,,,,,72900981,6953985,,,
2018-08-14,1432.7283515494958,9085.303845312446,22.5014487,88.3608482,22.5557346,88.3761871,0.7761874207530363,11.610419273376465,0.049036797136068344,5566,,,,1866525,74008350,7668925,,,
2018-08-15,1274.4263301667997,878.515983402729,22.5543859,88.3758353,22.5546999,88.3762099,0.3595307982992637,1.395237922668457,0.09413094073534012,2550,,,,,82063633,4196668,,,
2018-08-16,417.7916849980906,,22.5544208,88.3758377,22.5546999,88.3761736,,,,205,,,,,31300414,,,,
2019-06-04,949.6809395167825,,,,,,,,,,,,,,,,,,
2019-06-05,1153.25,,,,,,,,,,,,,,,,,,
2019-06-06,1192.6455666095535,,,,,,,,,,43.09000015258789,43.09000015258789,43.09000015258789,,,,553933,,
2019-06-07,1200.9388498118446,,,,,,,,,,,,,,,,595610,,
2019-06-08,1199.5107085957593,,,,,,,,,,,,,,,,544948,,
2019-06-09,350.4375394394486,,,,,,,,,,43.09127426147461,43.09127426147461,43.09127426147461,,,,319446,,
2019-06-13,315.4185708600475,,,,,,,,,,,,,,,,,,
2019-06-14,1184.1627197265625,,,,,,,,,,,,,,,,,,
2019-06-15,868.7441488665149,,,,,,,,,,43.09127426147461,43.09127426147461,43.09127426147461,,,,,,
2019-07-13,696.9047578178853,,,,,,,,,,,,,,,,,,
2019-07-14,1184.1626174045637,,,,,,,,,,,,,,,,,,
2019-07-15,1363.992712884849,4889.637099981308,42.3369082,-71.1196201,42.3467562,-71.1069363,0.9699930548538663,2.75,0.04855583980679512,7998,,,,,45692077,5665679,,,
2019-07-16,1413.1284280946882,5917.096964120865,42.3374405,-71.1297554,42.3506953,-71.1069698,0.9359326215499577,7.300000190734863,0.05223271623253822,10537,,,,,73742252,7156816,,,
2019-07-17,1287.6586153125816,2767.1080169677734,42.3390253,-71.1196515,42.346871,-71.1080199,0.6753684612718583,3.4000000953674316,0.15814441442489624,4366,,,,,82877453,3250224,,,
2019-07-18,1308.1280389567323,3488.7440683841705,42.3389918,-71.1372148,42.3633128,-71.1079456,1.3968083099810114,12.460000038146973,0.17298831045627594,5696,,,,,78322539,3881616,,,
2019-07-19,1411.8965638965628,4756.938284397125,42.2023931,-71.140395,42.3495157,-71.0944763,2.513496862973357,29.860000610351562,0.5,10667,,,,,70464579,562867,,7234559,
2019-07-20,1234.8740260748887,1665.627200603485,42.3400038,-71.120652,42.3470734,-71.1185691,1.8633063092967082,4.010000228881836,0.2815583050251007,2856,,,,,82549342,1595720,,,
2019-07-21,1387.8914276385312,4265.84258851409,42.3466622,-71.1194557,42.3611613,-71.0496945,1.149161278090085,10.279999732971191,0.2785758078098297,8764,,,,,72939131,6822540,,,
2019-07-22,1266.1741145625772,2822.815964668989,42.3384965,-71.1195266,42.3467781,-71.1079348,1.222073988498831,2.509999990463257,0.2726013958454132,4196,,,,,83307704,2525674,,,
2019-07-23,1314.6080216245123,3880.8789246082306,42.3384746,-71.1195569,42.3467869,-71.1079108,0.670366073630095,1.710352897644043,0.07996702194213867,7790,,,,,81161532,4102695,,,
2019-07-24,1314.4338818737401,4033.6925727128983,42.3390693,-71.1192772,42.3467491,-71.1079789,0.8180991642665384,1.6945818662643433,0.2815582752227783,6861,,,,,80473196,4099205,,,
2019-07-25,1261.5347247311317,2536.70638859272,42.3390354,-71.1193793,42.3469005,-71.1079946,1.2182982102273283,3.859999895095825,0.2668799161911011,4087,,,,,83555554,2434641,,,
